name,comment_id,reply_name,reply_text,source,text
风儿向着好花吹,4088474434700197,TONY3093-李诚涌,"回复<a href='http://m.weibo.cn/n/风儿向着好花吹'>@风儿向着好花吹</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>爷专治您这种垃圾，毫不留情，也不会讲人性，您好自为之吧，有您好受，再送您一程，若您顺手带上您全家，我也没意见，走好。",荣耀7 世界有点不同,"回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:哦哟  挺有本事<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>"
TONY3093-李诚涌,4088474343018218,风儿向着好花吹,"回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>  我也祝你全家安好",微博 weibo.com,"回复<a href='http://m.weibo.cn/n/风儿向着好花吹'>@风儿向着好花吹</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>爷专治您这种垃圾，毫不留情，也不会讲人性，您好自为之吧，有您好受，再送您一程，若您顺手带上您全家，我也没意见，走好。"
风儿向着好花吹,4088472618721566,TONY3093-李诚涌,"回复<a href='http://m.weibo.cn/n/风儿向着好花吹'>@风儿向着好花吹</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>垃圾，您这要定性乐天关店与制裁有关啊，用心险恶，自个儿做婊子还要立牌坊，不仅抹黑人，还要黑本土，恶毒嘴脸尽显，想安好。问好。",荣耀7 世界有点不同,回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:真可怕键盘屌
风儿向着好花吹,4088472384034320,TONY3093-李诚涌,"回复<a href='http://m.weibo.cn/n/风儿向着好花吹'>@风儿向着好花吹</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>贼喊捉贼的婊子，被揭穿啦，不敢说话啦，真够臭，抹黑本人还不够，还要来定性乐天半店与制裁有关，可见您个烂婊子有多歹毒，垃圾，希您一切安好。问好。",荣耀7 世界有点不同,"回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>  我也祝你全家安好"
羽田山村,4088465425425136,-,-,iPhone 7,"一群神经病<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>"
缘来是我115,4088465140063439,我爱喝酸奶Tianna,"回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:我在楼上的点赞试了一下 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,回复<a href='http://m.weibo.cn/n/我爱喝酸奶Tianna'>@我爱喝酸奶Tianna</a>:可爱的娃☺
缘来是我115,4088464528472687,十七kzh,"回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:试了一下，发现不是的，所以又点了一下<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,回复<a href='http://m.weibo.cn/n/十七kzh'>@十七kzh</a>:😂跟我一样
缘来是我115,4088464431240144,un-cii,"回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:你有没有发现赞还可以取消<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,回复<a href='http://m.weibo.cn/n/un-cii'>@un-cii</a>:本来就可以取消的
缘来是我115,4088464342828317,我好可爱哈,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:点了一下没有变蓝 ，就又点了一下，嗯，还是灰色好看！,iPhone 6,回复<a href='http://m.weibo.cn/n/我好可爱哈'>@我好可爱哈</a>:红色的
缘来是我115,4088464083919637,一脸萌鼻,"回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:我特意点了个别人的赞看了看<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,回复<a href='http://m.weibo.cn/n/一脸萌鼻'>@一脸萌鼻</a>:哈哈我也是
个人奋斗与历史进程,4088452347930132,Pilot舒克,回复<a href='http://m.weibo.cn/n/个人奋斗与历史进程'>@个人奋斗与历史进程</a>:你很牛逼，你谁都不怕谁都不服，到哪里都是你老大，从来都是别人低头行了吧。,三星 GALAXY Note 5,回复<a href='http://m.weibo.cn/n/Pilot舒克'>@Pilot舒克</a>:典型的屌丝心态
vgg轩然,4088451601706868,-,-,微博 weibo.com,一个萨德就能看出来有多少sb了，鹅毛布置的雷达怎么不抵制？曹县试验核武器，我边境居民都有震感，这时候爱国人怎么不出来抗议啊？
TONY3093-李诚涌,4088446412711809,风儿向着好花吹,"回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:啊也！ 一口一个仁义道德  我真的好害怕 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>满口道德的道德婊子 跟着萨德一起进土吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_keai-9f81f72301.png"" style=""width:1em;height:1em;;""></span>",微博 weibo.com,"回复<a href='http://m.weibo.cn/n/风儿向着好花吹'>@风儿向着好花吹</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>贼喊捉贼的婊子，被揭穿啦，不敢说话啦，真够臭，抹黑本人还不够，还要来定性乐天半店与制裁有关，可见您个烂婊子有多歹毒，垃圾，希您一切安好。问好。"
TONY3093-李诚涌,4088444903024134,风儿向着好花吹,"回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:啊也！ 一口一个仁义道德  我真的好害怕 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>满口道德的道德婊子 跟着萨德一起进土吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_keai-9f81f72301.png"" style=""width:1em;height:1em;;""></span>",中兴V5手机,"回复<a href='http://m.weibo.cn/n/风儿向着好花吹'>@风儿向着好花吹</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>垃圾，您这要定性乐天关店与制裁有关啊，用心险恶，自个儿做婊子还要立牌坊，不仅抹黑人，还要黑本土，恶毒嘴脸尽显，想安好。问好。"
战场肆郎_596,4088444227177490,-,-,微博 weibo.com,"这就是与中国为敌的 下场<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-3458a765a2.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;;""></span>谁瞅谁不乐<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;;""></span>"
风儿向着好花吹,4088443431018479,TONY3093-李诚涌,"回复<a href='http://m.weibo.cn/n/风儿向着好花吹'>@风儿向着好花吹</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>去您妈逼，您去比对一下本土有多少企业停业会依法给付薪资，您眼瞎啦，还是文盲，本土新闻看不到啦，您嘴巴再不干净将与您造假平台的主子一样病入膏肓，希您与您主子一切安好。问好。",荣耀7 世界有点不同,"回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:啊也！ 一口一个仁义道德  我真的好害怕 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>满口道德的道德婊子 跟着萨德一起进土吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_keai-9f81f72301.png"" style=""width:1em;height:1em;;""></span>"
大学教授谭震林,4088438539488601,-,-,vivo智能手机,韩国乐天集团，你们还有一点良知吗？中国这样好的市场，你们不用本地的人做主要负责人，市场定位完全错误。现在还给美国人，韩国政府当条走狗，有意思啊。不要以为我们堂堂中华儿女好欺负，精武门，日本欺负中国同胞，陈真一个人为了民族大义踢倒了“东亚病夫”。中国不欢迎你们这群吃里扒外的白眼狼。
妍皮柚菀,4088432114850001,猫巷里的树语,希望政府能安顿中国员工吧。。,OPPO R9s,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:中国少了99家超市就不能过了？？？？公知们还真是无脑喷啊
占卜师鸿善,4088425416442069,-,-,iPhone 6 Plus,国家家安🙏🏻🙏🏻🙏🏻🙏🏻
用户6063511240,4088423013392041,溪上漂流,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,iPhone 6s Plus,回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:你们都不要骂她了……一看她就是个苦情的女子。她母亲被日本人轮奸致死，父亲在牲口棚里苟延残喘，丈夫出轨，女儿从小做鸡，儿子刚刚遭雷劈夭折，她自己只能靠白天骂国家、晚上吃外国人鸡巴挣黑心钱过活，大家可怜可怜她吧。
孟晓竣a,4088407586300521,-,-,iPhone,"我想问问剩下的百分之十在哪儿<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
黄太子老师,4088404288808258,爱上爱吃柠檬的女人,"回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:是 我们国家是有拆迁 食品 安全 各方面的问题 但你不能一棒子打死  就说自己的祖国是流氓回家 每个国家都有问题 就因为有问题才要发展 美国不也是有窃听丑闻吗 英国不也是有恐怖袭击 有苏格兰公投独立么 但是没有国家 你还能安呆的生活？工作？ 再说了农产品的问题 你应该@ 新闻媒体 不是让我看 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",iPhone 6s,回复<a href='http://m.weibo.cn/n/爱上爱吃柠檬的女人'>@爱上爱吃柠檬的女人</a>:呵呵，你说的挺有意思，新闻媒体敢曝光吗？我们国家缺的是新闻监督，缺的是表达自由，缺的东西太多，我承认有好的方面，但是唱赞歌的人很多不缺我一个，所以如果我这样唱反调的都要被压制，我想说以后无论是谁反对的声音都会被湮灭！
爱上爱吃柠檬的女人,4088403463468763,黄太子老师,回复<a href='http://m.weibo.cn/n/爱上爱吃柠檬的女人'>@爱上爱吃柠檬的女人</a>:看我最新一条微博，你还那么自豪的话，那我也佩服你,iPhone 7,"回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:是 我们国家是有拆迁 食品 安全 各方面的问题 但你不能一棒子打死  就说自己的祖国是流氓回家 每个国家都有问题 就因为有问题才要发展 美国不也是有窃听丑闻吗 英国不也是有恐怖袭击 有苏格兰公投独立么 但是没有国家 你还能安呆的生活？工作？ 再说了农产品的问题 你应该@ 新闻媒体 不是让我看 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
黄太子老师,4088396714914501,爱上爱吃柠檬的女人,回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:我们国家还在发展 比不上欧美国家 但是 即使他有缺点 我们还是深爱这个国家  因为我们是中国人,iPhone 6s,回复<a href='http://m.weibo.cn/n/爱上爱吃柠檬的女人'>@爱上爱吃柠檬的女人</a>:看我最新一条微博，你还那么自豪的话，那我也佩服你
爱上爱吃柠檬的女人,4088396328635551,黄太子老师,唉！真是流氓国家,iPhone 7,回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:我们国家还在发展 比不上欧美国家 但是 即使他有缺点 我们还是深爱这个国家  因为我们是中国人
饭饭66666666,4088389764486288,统一口径就是真相,回复<a href='http://m.weibo.cn/n/饭饭66666666'>@饭饭66666666</a>:赞我的人比那骂人脑残多不知多少倍，让你失望了。,OPPO R7s Plus,"回复<a href='http://m.weibo.cn/n/统一口径就是真相'>@统一口径就是真相</a>:可惜乐天已命不久矣，去庆祝下吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-ae754a591c.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-ae754a591c.png"" style=""width:1em;height:1em;;""></span>"
w健康瘦身,4088360131574954,-,-,iPhone 6s,还好和平共处的好，没有伤害！
铁饭碗端不动,4088356050305394,最爱爬爬虾,回复<a href='http://m.weibo.cn/n/铁饭碗端不动'>@铁饭碗端不动</a>:你圣母无底线,华为 P8max,回复<a href='http://m.weibo.cn/n/最爱爬爬虾'>@最爱爬爬虾</a>:你能抵制韩国的乐天我佩服你，可你抵制的中国乐天和中国沃尔玛一样，除了老板国籍不同，都是国人卖国货且向中国交税的本土超市。乐天大老板人是韩国籍但说日语，正被韩国整，你可能连自己在抗韩还是在抗日都没搞明白。
天蚕海水,4088350556281717,-,-,魅族 MX4,停业还得给工资啊！
叫张宇的都是大帅哥,4088325151630346,-,-,华为P9手机摄影再突破,失业的不是你妈，你们当然随便说美话
北流嘟嘟敏,4088320306717106,-,-,OPPO R9,死远点
-未濟,4088261305089929,桢小胡阿,回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:如果我以后真的能圆梦法律，我会是一个好律师。,iPhone 7,回复<a href='http://m.weibo.cn/n/桢小胡阿'>@桢小胡阿</a>:希望你是。浦志强、陈有西这些都是真正推动法治发展的律师。也希望你成为大律师的那天别被人污蔑是讼棍和收美分的带路党。
-未濟,4088259309197176,桢小胡阿,回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:但我关注的都是事实啊 刷微博又没看娱乐新闻 我现在不知道什么思想左不左的 我只知道要爱国,iPhone 7,回复<a href='http://m.weibo.cn/n/桢小胡阿'>@桢小胡阿</a>:不是跟着政府就是爱国，至少在萨德事件上，中国在国际法上就没有任何道义基础，煽动民粹就更是拙劣了，维护国际利益可以，但不讲道理不就成了流氓国家了吗。至于左右问题，据我所知所有的法学大咖没有一个左派，法学院的朋友也没有小粉红，这就是我为什么热爱法律的原因
