reply_name,name,text,source,comment_id,reply_text
-,xu_heyhey,"好多忧国忧民的大侠<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-316a1a3ed5.png"" style=""width:1em;height:1em;;""></span>好感动",Android,4087558159289567,-
辣白菜yo,__小小人__,回复<a href='http://m.weibo.cn/n/辣白菜yo'>@辣白菜yo</a>:日本美国等国家每年花一部分钱在中国制造这些反华舆论，就是为了从内部分裂中国,vivo智能手机,4087558142993283,"回复<a href='http://m.weibo.cn/n/橓浠大大大'>@橓浠大大大</a>:这些人不一定是中国人吧我觉得，可能是间谍<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>"
国服第一小乔啊,Lol最厉害的美术生,回复<a href='http://m.weibo.cn/n/国服第一小乔啊'>@国服第一小乔啊</a>:你这智商可他妈的死去玩王者荣耀吧，,iPhone 6s Plus,4087558079936578,一个国政策毁了一个企业
-,言叶庭书,国有企业，超市不可以代替乐天吗？下岗工人可以再找工作。,iPhone 7,4087557937268120,-
-,意中人mmm-,就你们事儿 没关的时候巴不得关 关了又是员工下岗 不是说了吗 照样付工资,OPPO R7s,4087557828541426,-
穿啥裤子都往下掉,__小小人__,"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:什么时候这么关心人民大众了？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",vivo智能手机,4087557752636402,真是一帮蠢货，乐天关门你们高兴，那关门之后的中国员工呢？你们掏钱负责安顿吗？
猫巷里的树语,sunmengqi梦琦,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:您放心，乐天不做超市有的是人做，工作并不难找，乐天倒闭随便出一个超市说接纳这些员工，就是一个天大的广告。。放你100个心，让他赶紧死,iPhone SE,4087557728490858,希望政府能安顿中国员工吧。。
大个66526,穿啥裤子都往下掉,回复<a href='http://m.weibo.cn/n/大个66526'>@大个66526</a>:我欠你妈几十个避孕套,iPhone 6,4087557610228394,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:你爹死了
margk,__小小人__,回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:微博上很多境外雇来的水军,vivo智能手机,4087557593546987,中国就是个几把国家
-,豆萱萱,我只晓得，我们这个地方的超市，长期都在招聘……,小米手机4,4087557538462621,-
三叶草198811,fxtxccutr,回复<a href='http://m.weibo.cn/n/三叶草198811'>@三叶草198811</a>:市场会给媒一个非常态失业的人同等的就业机会和薪金福利？能让一个失业的人马上有活接上补贴家用？你以为市场是你妈啊 失业人口的就业问题就靠个市场解决？全球的就业难问题都靠你了啊大兄弟   你分得清这是完全竞争 不完全竞争么？,,4087557337475088,回复<a href='http://m.weibo.cn/n/孔小孔1992'>@孔小孔1992</a>:明白人，我就不懂那些弱智，市场经济都不懂，就在那儿喷
-,苏苏3200803,好,OPPO R9,4087557295513117,-
小肉肉想见takuya,-未濟,回复<a href='http://m.weibo.cn/n/小肉肉想见takuya'>@小肉肉想见takuya</a>:没上过学的狗才会跟着共青团一口一个公知，把反智主义当荣誉，感情你毛不是公知，鲁迅不是公知，反知识分子这么光荣？,iPhone 7,4087557254070828,回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:终于说道正题了，在公知的眼中，美国爸爸及其同伙是不可战胜的，是不可侵犯的，在射中高潮，文字游戏玩不过开始顾左右而言他
-,郭哥我很爱你,中国人守规矩的意识太差了,iPhone 6s,4087557253480252,-
-,怪力少女DTY,那些说其他外资再不敢来投资的 企业要是遵循市场规则 遵守本土法律 少干点缺德事儿谁还不让他干咋滴呀？ 就算拿同例来说 jia乐福 wo尔玛不开的好好的 这个市场只会很快被瓜分 只要有买方 从来不缺赚取利益的企业 很多人无法割舍国内这块儿大头的 只为怼小粉红而怼 也太没意思 我不买说明还不是非他不可,源宝宝的iPhone 6s Plus,4087557140251863,-
-,Dreamki杨,没工作？ 很多地方都招招不到人。一时困难总能找到新的法子。走了就会有新的顶上，你担心个啥？多好一个市场交替的契机。钱给别人国家赚好还是给自己赚好？它走了该开心吧？那可是支持别人联合来害我们的人。这个时候不抵着那等被围殴的时候就只能抱头缩身了。乐天好走不送，大中国不缺你几个超市。,小米Max,4087557115442685,-
Kevin君格君格Durant,芳心一点娇无力,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:键盘侠，下岗个毛,快无边界vivo Xplay5,4087557082492436,闹完之后，下岗的都是中国的员工
或会在旁,郭哥我很爱你,回复<a href='http://m.weibo.cn/n/或会在旁'>@或会在旁</a>:咱国家真可怕，我就不信全国同时就乐天有消防问题，别的商场都没问题？全民自发抵制把他商场关停了很合理，但是用这种办法，跟朝鲜扣留中国企业这种耍流氓做法有什么区别，这样符合wto规则么？,iPhone 6s,4087557002531875,67家都有消防问题？咱们的消防主管部门平时在干嘛呢？
漓忧千言,夏夏夏丶繁夏,回复<a href='http://m.weibo.cn/n/漓忧千言'>@漓忧千言</a>:我可不这么认为，我觉得现在国人缺少自信。,iPhone 6,4087556968554233,"回复<a href='http://m.weibo.cn/n/聪明的派大星星'>@聪明的派大星星</a>:这样说会被骂是汉奸走狗卖国贼的<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>国人最大的问题就是只认为自己是对的，意见不同就不能好好沟通，必须展现自己骂粗的本领"
-,家贱兄,花旗国都不发工资了还有那个多🐶 🐶 积极洗地护主，真心不容易啊,魅族 PRO 5,4087556960564309,-
风无影134521,__小小人__,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:水军你好,vivo智能手机,4087556960162723,没人管下岗职工的死活，他们只管&quot;爱国&quot;
羞涩的起哄架秧子星人,Lol最厉害的美术生,"回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:评论里那些看不惯抵制乐天的麻烦滚到韩国行不行，真jb烦谁不想来中国捞金，不想来可以滚啊，<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;;""></span>什么叫做外企谁敢来，企业面前就是利益，小学生智商操这么多心呢你，真有意思",iPhone 6s Plus,4087556959844512,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
-,宝蓝家老妖,噫,iPhone 6 Plus,4087556952386387,-
小肉肉想见takuya,-未濟,回复<a href='http://m.weibo.cn/n/小肉肉想见takuya'>@小肉肉想见takuya</a>:你他妈说过一句有逻辑的话吗？你上过学吗,iPhone 7,4087556905874110,回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:终于说道正题了，在公知的眼中，美国爸爸及其同伙是不可战胜的，是不可侵犯的，在射中高潮，文字游戏玩不过开始顾左右而言他
Kevin君格君格Durant,自编自导自演自观自赏自己拍巴掌,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:我竟无言以对。,Android客户端,4087556901678130,闹完之后，下岗的都是中国的员工
-,我的愛豆是枚女漢子,"樂天有難，全國點贊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span>",小米手机4,4087556851323462,-
Kevin君格君格Durant,死期Jessica,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:被喷了吧，我很放心,小米5s 拍照黑科技,4087556847257875,闹完之后，下岗的都是中国的员工
羞涩的起哄架秧子星人,自编自导自演自观自赏自己拍巴掌,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:你开心就好。,Android客户端,4087556800442233,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
maliry98,世事纷扰乱人心_,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:之前我们这有个超市原名叫时代超市。然后倒闭了被乐天收购了。一天也没耽误营业。直接入驻。牌子一换。之前时代超市的购物卡乐天玛特通用。其他我不想说什么。只是说超市这个事。,iPhone 7,4087556784182430,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……
凯乾福,__小小人__,回复<a href='http://m.weibo.cn/n/凯乾福'>@凯乾福</a>:什么时候这么关心国家就业？平时倒闭那么多超市，那些员工都得活不下去？,vivo智能手机,4087556759003706,小粉红，“国家会安排下岗职工的”。虽然国家并没有表这个态。
maliry98,小可爱程叔,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:➕1,iPhone 7,4087556754443018,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……
-,liberum,图片评论 ,iPad客户端,4087556730232099,-
-,从此_淡漠,现在还被别人雇佣的水军都不能叫水军，要叫间谍！！！,iPhone客户端,4087556649887772,-
聪明的派大星星,夏夏夏丶繁夏,"回复<a href='http://m.weibo.cn/n/聪明的派大星星'>@聪明的派大星星</a>:前面很赞同，后面的。。。精外可骂的难听多了好吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,4087556636845304,正在的爱国应该是发愤图强，自强不息。而不是天天抵制这个，封杀那个。更不是捧着手机用最肮脏的话，最恶毒的言语骂自己的同胞。
风无影134521,自编自导自演自观自赏自己拍巴掌,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:你也很爱国，不过是韩国。,Android客户端,4087556582649096,没人管下岗职工的死活，他们只管&quot;爱国&quot;
小肉肉想见takuya,布偶_,"回复<a href='http://m.weibo.cn/n/小肉肉想见takuya'>@小肉肉想见takuya</a>:是雷达的监测范围，不是拦截范围<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;;""></span> 对您实际的安全不够成任何威胁。不过肯定影响中国的战略性部署，对中国不利就是了。  没有您说的那么夸张，什么射不射的。就算是覆盖到我家门口了，只不过是中国打过去的导弹会被拦截到，对我的生活没有影响。您就承认说错了不行吗，这样狡辩不丢人么。。。",iPhone 6 Plus,4087556562128956,回复<a href='http://m.weibo.cn/n/布偶_'>@布偶_</a>:我骂什么人了？就是个防御系统他不是射出去的，范围不包括北京？用得着因为一个字高潮吗？
-未濟,小肉肉想见takuya,回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:终于说道正题了，在公知的眼中，美国爸爸及其同伙是不可战胜的，是不可侵犯的，在射中高潮，文字游戏玩不过开始顾左右而言他,iPhone 6s Plus,4087556557469786,回复<a href='http://m.weibo.cn/n/小肉肉想见takuya'>@小肉肉想见takuya</a>:你家俄罗斯老爷覆盖你全境你咋不说呢
小肉肉想见takuya,-未濟,回复<a href='http://m.weibo.cn/n/小肉肉想见takuya'>@小肉肉想见takuya</a>:小粉蛆的逻辑真他妈喜人，人家防卫朝鲜，你说以后我发导弹你可以防御了，所以你不能防御，世界上有这种流氓？,iPhone 7,4087556469991154,"回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:火箭军从哪里发射导弹自然也不会跟你交代<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span> 范围包括大半个中国自然不止北京？怎么你又一次高潮了？"
羞涩的起哄架秧子星人,__小小人__,"回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:以前也没见你这么关心社会上的失业大众<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",vivo智能手机,4087556456470635,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
穿啥裤子都往下掉,这是长痘了啊,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:<a href='http://m.weibo.cn/n/是蛀牙'>@是蛀牙</a> 哈哈哈哈,iPhone 6 Plus,4087556418717749,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。
羞涩的起哄架秧子星人,瑾安333,"回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:除了乐天，就没有其他工作了吗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>要像你一样鼠目寸光，恐怕会重蹈覆辙，回到晚清年代<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",红米3S,4087556401938651,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
章大人GMAT,自编自导自演自观自赏自己拍巴掌,回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:你不来便是晴天。,Android客户端,4087556352174028,这么恶劣的投资环境，还有外企会来吗？
猫巷里的树语,Nirvana_PaPa,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:看到乐天的下场确定会有其他超市入驻吗,iPhone 6,4087556292874934,希望政府能安顿中国员工吧。。
-,御在气质,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-4ac2b70b8f.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-4ac2b70b8f.png"" style=""width:1em;height:1em;;""></span>",荣耀畅玩4C,4087556256172917,-
十英寸的英雄,__小小人__,回复<a href='http://m.weibo.cn/n/十英寸的英雄'>@十英寸的英雄</a>:什么时候这么关心他人了？,vivo智能手机,4087556255956430,停业期间必须支付雇员工资这才是最重要的
-,白色地平线xv,记得从反法开始，到反菲反日反澳反美反越反韩现在可以告诉国民明年两会期间又该抵制哪个国家或者哪个超市了。,Android,4087556247243020,-
孔小孔1992,fxtxccutr,回复<a href='http://m.weibo.cn/n/孔小孔1992'>@孔小孔1992</a>:谁告诉你市场是万能的？？？学过经济学？？？？？？？？？,,4087556243354292,下岗下岗下岗你妹啊？国家到时候都没了你们还在为自己一些蝇头小利斤斤计较！告诉你们乐天没了肯定会有其他超市取而代之，这是市场规则，还一个个挺会说话的样子，傻x。
达达好帅Rocky,云淡风轻_200908,回复<a href='http://m.weibo.cn/n/达达好帅Rocky'>@达达好帅Rocky</a>:你们那在超市工作的就只等超市的工作吗，超市关了就不能换个别的工作，非得等下家超市来，下家不来就无限期的等吗，等你一万年吗？,快无边界vivo Xplay5,4087556218361512,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:我们合肥这边天鹅湖万达的苏果超市走了两年后，才有永辉超市接手。心疼员工
esun123,Lol最厉害的美术生,"回复<a href='http://m.weibo.cn/n/esun123'>@esun123</a>:完全可以不来，中国需求这么大，哪个商人不想赚钱谁满脑子世界和平。乐天提供土地是中国人逼得呀？自己犯贱还抱怨什么，<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yiwen-5ee3076b68.png"" style=""width:1em;height:1em;;""></span>",iPhone 6s Plus,4087556134207141,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:很多小粉红的论点是萨德就是针对中国，攻击中国，等同于要了他们的命！而朝鲜的核弹只是吓唬吓唬，撒娇而已！一个国家动用卑鄙手段攻击一个合法企业，这很正当！不知道其他外企怎么想？一个良好法治的经营环境都没有，那我干嘛要来你国？
Kevin君格君格Durant,someflowers111,"回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:中国成千上万的超市 去哪干不行？离了乐天你就不吃不喝了？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",iPhone 7 Plus,4087556091526316,闹完之后，下岗的都是中国的员工
钓鱼FISHING,半岛旧巷i,回复<a href='http://m.weibo.cn/n/钓鱼FISHING'>@钓鱼FISHING</a>:这个世界上目前没有任何一个国家牛逼到可以抵制 制裁美国，不过当然了你要是牛逼你可以上，加油,OPPO智能手机,4087556063335425,萨德是美国部署在韩国的，为什么不抵制美国，说别人工作不要紧可以再找的，为什么不扔掉美国的苹果手机，再买国货华为小米
Kevin君格君格Durant,树下的艺术家,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:只要有人消费就会有新的商场，新的岗位。除非大家都不吃饭购物,小米Note,4087556050277890,闹完之后，下岗的都是中国的员工
-,Lin林泽Ze,外企上班有风险,魅蓝 Note,4087555991148475,-
-,爱鹿小贤女没有爱丽棒,你选择你的国家，我们也应该保护我们的国家，如果真需要个理由，因为我们是中国人。,iPhone,4087555970161762,-
-,CoCa-97,国家保护着你们 给你们吃穿 让你们上学工作  给你们安定的生活 你们这些喷子就是这样回报祖国的？一口一个你国 什么玩意,iPhone 6 Plus,4087555945341890,-
海森饱,世事纷扰乱人心_,回复<a href='http://m.weibo.cn/n/海森饱'>@海森饱</a>:在超市打工怎么了。谁不是为谁打工？难道你是身家几百亿的老板？看不起劳动人民啊,iPhone 7,4087555852424394,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:所以活该在超市打工
国服第一小乔啊,这个锅我们不背,"回复<a href='http://m.weibo.cn/n/国服第一小乔啊'>@国服第一小乔啊</a>:好怀疑是对方水军<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;;""></span>做这个举动前它有可能没想到后果吗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;;""></span> 它自己放弃中国市场还关我事了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,4087555760349411,一个国政策毁了一个企业
maliry98,fxtxccutr,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:你妈可以代表一个群体了？,,4087555730776482,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……
石楚v,半岛旧巷i,回复<a href='http://m.weibo.cn/n/石楚v'>@石楚v</a>:嗯 你牛逼你去当主席，来点真材实料，不用流氓手段。加油 你可以的,OPPO智能手机,4087555710352952,两军交战，不斩来使。两国外交纠纷，却拿一个超市出气！流氓行为不以为耻吗？
风无影134521,袄袄袄袄MO,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:看到这么多人骂你，心里很舒服,HUAWEI Mate 9,4087555609637611,没人管下岗职工的死活，他们只管&quot;爱国&quot;
-,柯萝伊baby,自找的,iPhone 7 Plus,4087555596543803,-
羞涩的起哄架秧子星人,Lol最厉害的美术生,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:照你想的万达得开一亿年，哪天倒闭了那么多家万达员工怎么办？真是弱智一家企业倒了就会有别的企业有需求这才是市场,iPhone 6s Plus,4087555475616889,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
穿啥裤子都往下掉,大个66526,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:你爹死了,OPPO R9,4087555471419816,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。
-,鳯無一只咩,乐天是啥，没有注意过，呵呵哒,荣耀畅玩4X·快科技,4087555449727068,-
-未濟,小肉肉想见takuya,"回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:火箭军从哪里发射导弹自然也不会跟你交代<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span> 范围包括大半个中国自然不止北京？怎么你又一次高潮了？",iPhone 6s Plus,4087555379338047,回复<a href='http://m.weibo.cn/n/小肉肉想见takuya'>@小肉肉想见takuya</a>:谁他妈跟你纠结这个字了，小粉蛆？范围包括北京怎么了，你从北京发导弹？
龙医野野子,贰毛大人,回复<a href='http://m.weibo.cn/n/龙医野野子'>@龙医野野子</a>:你sb吧？高铁是中国自主研发的国外很多地方都是想用中国的技术。,某变态的Android,4087555319689299,"回复<a href='http://m.weibo.cn/n/MOONSAHAN'>@MOONSAHAN</a>:感谢外企，让我们过上了不用粮票换米换油的日子，比芯<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;;""></span>感谢外企，给了中国发展的机会，让我们坐上了高铁飞机<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;;""></span>没有外企，就没有改革开放，就没有新中国<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;;""></span>"
13th周,修行之舟,回复<a href='http://m.weibo.cn/n/13th周'>@13th周</a>:现在乐天员工工资，乐天必须照发，懂不？乐天员工愿意来我公司应聘照样欢迎！另外一些键盘侠可能不知道，一个超市除了管理人员和库房搬运工，收银员外，基本都是促销员，她们的工资不是超市给，是供货商给，并非超市员工，只是受超市统一管理。一个超市养的人实际很少！不要一个超市垮了就如丧考妣！,LG G3,4087555178104499,回复<a href='http://m.weibo.cn/n/修行之舟'>@修行之舟</a>:你来接啊
刘麦粒_,逸仙之星,回复<a href='http://m.weibo.cn/n/刘麦粒_'>@刘麦粒_</a>:美国抵制不起，美国货太多了，抵制太伤了,三星android智能手机,4087555165090127,回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:什么时候抵制美国？在线等!挺急的!
小肉肉想见takuya,-未濟,回复<a href='http://m.weibo.cn/n/小肉肉想见takuya'>@小肉肉想见takuya</a>:你家俄罗斯老爷覆盖你全境你咋不说呢,iPhone 7,4087555128009450,回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:呵呵，防御到北京大半个中国还问怎么了？怎么了？在公知眼里怎么了？
恩吉尼尔,养乐多的小媳妇,回复<a href='http://m.weibo.cn/n/恩吉尼尔'>@恩吉尼尔</a>:失业的人等等，反正有工资拿。等时间差不多了，华联，万达，家乐福……就来接手了,iPhone 7 Plus,4087555077651988,那些失业的人怎么办呀
竹生青宁,用户5312428101,回复<a href='http://m.weibo.cn/n/竹生青宁'>@竹生青宁</a>:狗子，你能告诉我你在合肥具体哪个地方吗？好让我带人打断你腿，这样我国还能让你免费领救济，感受我国沐浴的春风,红米Note 3,4087555055680221,回复<a href='http://m.weibo.cn/n/V妙V笑'>@V妙V笑</a>:不折腾乐天就没有国了？你国真脆弱，我国可不应该是这样。
-,CoCa-97,一些人那么讨厌自己的国家还不得不生活在这个地方真的是替你们感到痛苦 只能每天抱着自己手里的键盘敲打几句自认为很高深的话站在道德的制高点批判一下中国做的如何如何,iPhone 6 Plus,4087555001435846,-
小肉肉想见takuya,-未濟,回复<a href='http://m.weibo.cn/n/小肉肉想见takuya'>@小肉肉想见takuya</a>:覆盖范围包括北京怎么了，你说啊？,iPhone 7,4087554997918762,回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:你哪个铝合金眼睛看见我说打人了？覆盖范围是打人？高潮的时候不要忘了你家语文老师
-未濟,小肉肉想见takuya,回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:呵呵，防御到北京大半个中国还问怎么了？怎么了？在公知眼里怎么了？,iPhone 6s Plus,4087554875810987,回复<a href='http://m.weibo.cn/n/小肉肉想见takuya'>@小肉肉想见takuya</a>:哟，防御范围到你北京了怎么了，你防御范围没到首尔？还有你究竟在说什么？逻辑通吗？什么抬？什么北京？重点是什么？你先搞清楚什么是攻击武器什么是防御武器再来放屁
吃老虎滴兔子,Crows___,"回复<a href='http://m.weibo.cn/n/吃老虎滴兔子'>@吃老虎滴兔子</a>:那你知道萨德拦截范围是多少吗？还美日韩肆意轰炸<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",iPhone 5s,4087554821258838,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:也许有人还不知道萨德是个什么它是美国的一套先进导弹拦截系统 探测半径高达2000公里 大半个中国都在它的覆盖范围 以后，我们中东部的每一架战机的升空 每一枚导弹的发射，都在它的监控之下 假如我们国家的导弹发射不出去，被他拦截掉，美日韩的战机可以肆意轰炸 还谈什么乐天员工失业  太好笑了
李晶磊,养乐多的小媳妇,回复<a href='http://m.weibo.cn/n/李晶磊'>@李晶磊</a>:总员工数合起来还没国企一个地方公司人数多，再说了，乐天滚犊子中国本土大型超市分分钟接手好么。抵制乐天超市和抵制肯德基是完全不一样的！,iPhone 7 Plus,4087554720747948,然后中国员工大量失业
